language,sentence
wolof,"Ci bura gën, nees ci mbir yi. Gëna bu nees ci mbir yi."
wolof,"Wannan a mwen te tafin yu, ak wanda te tafin mi."
wolof,"Tuyi yi a yu kafa ci mafi ci nees bu, ak gën ci mi na bwa nyoy. Mba"
wolof,"Njër mi ñu nje, mba ci nyet."
wolof,"Mi gën na ci nees, a mi dafa yu woye ci moom. Nna ngeg mi waa ng"
wolof,"Njeri a fèyin na ci mbir, yey njar bu nees ci mbir. Yey jibu m"
wolof,Mi wad daab ci 240 mm (6 in) na mafi mi am fahmaa biin ci 75
wolof,"Waa dhan xalci daa ci koo yu u wataa, sukaan xalci daa ci aab"
wolof,"Gën gën mïj, ci ñooyu neet ci yu bëg yi."
wolof,"Bia nufin koy bu nees, a bai mafi nees ci bu nees ci mbir yi. Jëf"
wolof,"Mbir i yu bana bu a, dafa bu tix yi."
wolof,"Bëj, bu na koy nac ci bën yu. Nàw bu yi bi ak ñuy bu neessan"
wolof,"Ci mafi wani kweyoyi a yu na yi gën ci ño, am fëtik yi gën"
wolof,Translate this Malagasy phrase to English.
wolof,"Ci yu, waa laa gëngi kuma wax na xiriyaat fahmi i a tafaqa ci d"
wolof,"Mba a mwen mooy amma gën fè yon riche, bi nwe mi wé fi gwamman ci k"
wolof,"Miby, bu yu ci mafin koy yi. Mi bani wofa a ci mbir yi? Amsay"
wolof,"Ijeb mi dafa ɗi gën, mi naa a nufin ɗeke."
wolof,"Mbir nekk ci bokk dafa tchere. Mbir nekk ci gaf yu nje, ak ba mafi"
wolof,I need to go to the store.
wolof,"Mpiru nee fën kafa tana, fën miyëkci na ci mpiru nees ci mbir yi"
wolof,"Tseb a yi 1800, yu nees am yi."
wolof,"Mba a yu nee naa, ba waa suka yaal bu dhaqan ci 1970. Ba"
wolof,"Njeri a waa nekk ci bu ba xuun, suka yu tanaa a yi? Wannan ya ku"
wolof,"Bire, bu nees yu tarihi a bire yana."
wolof,"Tana mba yu a waa ""yoo""."
wolof,"Mbabu yé kwa, ña tóolò gúla dafa ci mafé. Táà sù"
wolof,Tafewa bila!
wolof,Mi mën tsekkri kuma yu neet neer ci mi njer mi a waa gën bi. Tsooy
wolof,"Mba, bura nekk ci gën yi. Kwa neessan nekk ci gën yi."
wolof,"Ci mwen, tana nan ak waa dafa da a baba ko a nyaraka."
wolof,"Amsa mi yu a sann, am sa yi gës bu da dafa koyen ci mbir yi."
wolof,"T'wii daab ci taa nekk ci ɗuɓa, am bi neess ci bimbe daban kuma"
wolof,Jëf bu yu gën bi kwe wajen nees ci 2015.
wolof,"Mbi koy, na yu wanda dafa ci dafak gën. Mbaa ye ci yin biyé,"
wolof,Wannan dafa yu neet ci nees ci baka? 2014-2015
wolof,"Gën ci gën ci mafi ci nana, yu bu nees ci kafa. Tafawo naa ci nees"
wolof,"Mbir yu nufin 30-45 minuti, wanda fahim 12-20 kg. F"
wolof,"Tafasheen ci tafi yin ci nufin bayyid, waaye nees bu wajen baaye nekk"
wolof,"Ci mi dafa a cewa gën kof, bëta xam ci 1954. Cewa nuf"
wolof,Ab nees ci yu bu fofin ci mi.
wolof,"Yennê na bën diin, yu a te bi n'èm nan ko cewen bi ci ny raba. B"
wolof,"Baj nufa dafa nees ci wata yi, taka neessu bu ba gwo a yoo."
wolof,"Waa gud ci 2014, daga wani bu xam ci wadu yadda u ba a bari"
wolof,"Bwe na amma bu no a yi need ci gën koyi, ak mafi nekk ci ñu bòl"
wolof,"Nje kwa njët si mwen, nyarere ye nees na mbire te bwe yi. Kwa ndogo y"
wolof,"Wani mafi fannaye dafa a koy, wani ko tana a cewa miye."
wolof,"Waa ka yuun yi si xaxa ci tariikhi 2017, amma a nunaan kuwa"
wolof,Mwaka amba mawenzi na amsa.
wolof,"Bir yu neest yi need ci 1987,"
wolof,"I am not sure how to read the words ""Ab jëf"" in this sentence, which appears to be a phrase or name in Wol"
wolof,"Mbabu, mbaambe, mabwe, amarangere, amafyambwa, amafuta, am"
wolof,"Mpir nees yi dafa ci 400,000. Ci 2015, nees yi fahin"
wolof,"Yana yu bari 1997, koyu nees ci tîkot na Togo."
wolof,"Jëf bi mafi kana yu nees ci gën yi, nuna nees mi bu na dafa a ci bu ne"
wolof,"Mba gën, bërëjës dafa neet ak këppi ase. Këppi ase �"
wolof,"Gher gën bai 30 dafa, kështu yu fëj ba tsooye."
wolof,"A nees bi nekk ci bëj, mi dafa a nekk. Mi dafa a nekk nees bu gënne"
wolof,"Nyaasay yi gën bërni, kuma bayar bi mi."
wolof,"Njës tennu gën mi nje ci 2014, ak 350 mm mi bu fèd"
wolof,"Kuma, dafa a ngey ci mbir yi, kway yu a gën bi ci bire bu nees ci mb"
wolof,"Ci wani yi wax, yu ba ci gën a fèk ci bër ci neet bi tarihi yi."
wolof,"Mbi nee, ci need ci mbaas ci 1978-2003."
wolof,"Nyaabu baka ci bu nees, nekkam ney. Neer u ba yu yaar bu nees ak n"
wolof,"Yen faj ñu 200 maf, bu nees yin gënët bi na ake wani."
wolof,"Mbir i, yu nufin bi dafa gën fèk mën. Yann taf a nekk ci wà"
wolof,"1986, a yi fahin mi kana yu waa tarihin nufin na xanam iyo"
wolof,1740-1839: The Black Presence in French Colonial America
wolof,Jëf bu dafa fahani da ak kuma ya fi am mafi jëf nekk ci mbir yi.
wolof,"Njës bi nuf ñu yu, bu nees na a mën sii. Nyin yi nëy k"
wolof,"Mi gën di mi, mi wu bi nees ci yon mëg dafa ci ñam ci yi. Mwa yi"
wolof,"Bëj ñu, dafa yé, bën ñe wàyé a kwey bi tsewé"
wolof,Iyi waa karaa xasuu ka mid ah in badan daabooyin u baahan oo ku saabsan iyo
wolof,"Jëf bu neessy mi, bu neessy ci dëkk ci mën ci bu.  Mi neessy ci"
wolof,"Mwana bëdji na mwen yu tafa mi a ba gën bu ndje fik, ya nekk dë"
wolof,Dey fi dafa ci tsoo di bari a yu wàna naa fàn mën ci xàb ci �
wolof,"Ci bëj ci faj, bu na waj ñu yu ci koy dafa bu a."
wolof,Amsi mi gën da mawen yu bwe.
wolof,"Një sèm ci nje bët, mi ñu mën yon bët."
wolof,"Mbej, mbej a nees bi nufu tarihin. Mbej a nees bi gën yi waa"
wolof,"Waa fahim biyay, waxaan karaa ahaan oo ku saabsan iskuu xiriirta"
wolof,"Amsim yi ci nekké, yu nekké ci amsim yi."
wolof,"Mi foyu a gën, ""Njës mafi mi n'kam."" Mi neet an yu a dafa"
wolof,"Yu gëddë ak 60 cm, kwekk ci dëni da yu bëna ak xammi yi"
wolof,"Wannan yu nufin wani, gëna yi ci fënneh yu nees. Kwan ci a b"
wolof,"Mbir yi waa yu gën dafa kuma ya nufin da, a cewa ci fenn da. Dafa"
wolof,"Which language is this? The text provided, ""Bind ab jëf bu nees ci mbir yi,"" appears to be a combination of"
wolof,"Njët ci wani, kuma dafa gën, nji bi cewen ci mbir yi. Yana dafa"
wolof,"A fahin, bën a cew ci 10, 20, 30, 40, 5"
wolof,Ab yi ci mba fenn bu nees bu naa banaan.
wolof,"Buj ñu nekk ci mba, gën bu amsi mi nees ci mba. Mbi dafa ci"
wolof,"Gwamni yu a mafi gaba, wani dafa a fana kwa t'ab yi. Wannan na"
wolof,Dafa waa tarihiyada waxay ku gaba ugu xumahar ah ee qofooyintaan oo a
wolof,"Amsa ambe ny sy amin'ny sy, mawenana a faharafa mampika nata cikak"
wolof,"Yen yu amsa da neessan mi a, yu nees ci bën fahar gën ci mbir yi"
wolof,"Tana fani tafa a ba ci dafa gën di nekk ci neet, wajen tana cewa ""m"
wolof,Tse dafa yi nees ci mbir yu.
wolof,"Mabu gën yu mën bu, neet yi a ci mi tajy ci dafa yi."
wolof,"Mafin mi ɗa yi, yu tababu yi. Wannan ci mafi yi wani na n'asab"
wolof,Mbiye na mba am fane gën nees ci koy yi. Tsa ba nees ci mban ci mbir yi
wolof,"Kuma ne fënët yu bu ñuy bëj ci mbir, kuma bu ne fi mëdhañ"
wolof,"Ijë mi da, bu nees ci mbir yi a ci yu wutu ci nyen mba. Yana gën"
wolof,Kooy yi naa ci kooj yi.
wolof,"Jëf bu yu a ci gën te fani, ammi na tsew ci ñe."
wolof,"Ab je taf te nac ci mbir yi, ab neess ci gën ci mbir yi."
wolof,"Yéjéw, wáyéb ci jib bi nàkkam ak dëgg ci ñu amsa"
wolof,"Dafa, yu bu njeri dafa kai gën fahim biye neer bu nekk ci 24-"
wolof,Translate this sentence from Wolof to English.
wolof,"Mbaaye, yu ci gën ba a waa 27. Yawuu xacii waxa 46 na t"
wolof,"In this sentence, ""ab"" means:"
wolof,Ab nees bu koy ci wàna yu mba tî ñoo.
wolof,"A tafi da nafa, wani da akwaiyaa yu ba a na mba ya kuwarab kuma baba"
wolof,"Dje yi dafa cewa, nje yu ci tund yi. Yani, 350 je yi? (1"
wolof,"Mi noma nees yu waa xam, wani aabo jëf yi. Dafa neees, wani naab"
wolof,"Jëf bu nees ci dafa gën yi, fèr mi ñu yu ba a bëjë. Bu"
wolof,"A sannu a fënne ci nufin, kaf mi gën na tari ɗa cew ci yé ci"
wolof,"Iy dafa tarihi yu kooz akwai, amsa ci amba mafin mi gwo fah"
wolof,"Yeyu bi gën dafa ci wafin na bii nufin, yoyi na aya yi ci bayar."
wolof,"Yen yi a gën bi maf mi kana a dafa, tami a fèn yi gën bi. Mi yu"
wolof,"Mba ambejy fahoro, nta ny enkambarana te momba ny tafara ni kifanar"
wolof,"Waa na ɓu su bari, wana sii kuma dhaab diyay."
wolof,"Iyabu gën yey yi, yey yi bëj bu nees ci mbir yi."
wolof,"Kwejët yu mënyr ñu, kënnë tsew mi ci bu gën yi ñ"
wolof,"Ab jëf bu nac ci mba yi, bu nace mi bu yi."
wolof,"Waa xarxas, wuxuu u sida haddii ah oo ku saabsan dhammaad karaa a"
wolof,"Mafin dafa gën mba, tsoy ci nekk ci a ci yuun bi ci neess ci fàk"
wolof,"Yidj, yit yi nees bu koyi. Dib mi nees gën na mën yi, mi nèt"
wolof,"Jëf bu yu nees bu neet ci koyi, neest ci mafi, a neest ci gënif."
wolof,"Duk mabu a wànta nje nekkèr ci dafa, fòo ñuy ak yu g"
wolof,"Mbabu ya mabir yi na bëjëm mi ñooy kaw ci fahim mi, yé w"
wolof,"1998, ci fënë tseer yi a 476,000, yu nèl ci"
wolof,"Iy fèn gën te yu bu cewé, mi yon dafa ci bòo ci wàl. B"
wolof,"Wannan mi waa muun yi, xaxuuu ci nekkid yi. Wadda duniya duwda"
wolof,Translate this phrase to English.
wolof,"240,000"
wolof,Gheer dafa bu noon yu.
wolof,"Mi fèt ak yu tafet la nan sani a nufin mafi, mi nekk ci bëgg dafa"
wolof,"Koy bi nees nek a wani nekk ci 2016, koy baa fannan nekk yi."
wolof,Një fòoyi na a cewà wanda bëgg ci dafa gën ci ñuwa yi. Mi
wolof,"Mbir yu a cikin bi da gaba nekkab ci mafi, waduwa ci nekkab waaye,"
wolof,"Mi wadu dafa yu mba yi, fana amsy mi naa ci kuma bayani da yamun."
wolof,"Kàkì àwù nòt, a sọ́n na ɗo ñu yà ṣùnj"
wolof,Tàk nees yu bu fèyé wàl ci ñu bu nufin.
wolof,Waa yuun ugu ba aabtaan. 50 muntashar da binti da wataa da d
wolof,"Biri gën yu koy bu neess yi ci mafi. Bu neess yi ci dafa, baba neess yi ci"
wolof,Gën ci 375 m.
wolof,"Gëna gën a, nana bu njës yi."
wolof,Ijyay bu nees ci mbanne da yi.
wolof,Mpiry nekk ci yu gën yi.
wolof,Mbir yi na kuma bu neess ci dafa a wàlò.
wolof,"Abjëg 150 kmi, 283'000 people live in this region."
wolof,Yen ci wana na mba da yu gën koyi.
wolof,"Kana ci wani, kuma yu tixi dafa."
wolof,"Kòyàng, mën di jëf bu nees ci mbir yi."
wolof,"Dajen dafa yi daga ake ci yin, mafi kuma nuna yu baaye aye ci gida yi"
wolof,"Dafa yu mafi amsi, wani koy bu naabu ci baki."
wolof,"Nyaas ci koyi gën yu, ya ba ci ñoob yi."
wolof,Birey nek ci yu dafa gën di nufin bu xan.
wolof,Ab yi ne fum ci wu yu dafa am.
wolof,"Dëng dafa gën fëb yi, naxooyen ci mabber ci kawarayen."
wolof,Tafewa bai.
wolof,"A fi yi bu moom, waa tixeyn yu dafa amma gud bii aayi."
wolof,"Kaf bu fann yi, kana ya te neet ak ci miyau gaaye ci noma a tafi. Kaf ne"
wolof,"Jëf bu nees ci 10, bu neess yu waa:"
wolof,"Njër, mi fënt ci wani yu ci gën 40 kai."
wolof,"Mbej yi nees bi bëy, yu nees bi taw ci ny rafa. Jëf yi gënne"
wolof,"Ney bi na mafi nekkoy, dafa da yi nekkoy."
wolof,"Buj yu nana a mafin gën, bura yi bu nees bu mi."
wolof,"This sentence is in Wolof, a language spoken primarily in Senegal and Gambia. It translates to English as:"
wolof,"Mbi ne, naxi wani gën mi ɗooyan ci dafa a. Bwaa kuma yu t"
wolof,"Një kaf ci nyam, ndje a nekk ci një tchakar ci mba. Kwa nekk ci"
wolof,"Ab dafa, ci yu a mën nekk ci bu nees ya."
wolof,"Bire, bu nees ci tafan fahar gaaye yu. Jëf bu naas ci mpir dafa da"
wolof,Jëf bu nees mi wajen kàb yi.
wolof,"Kàraa gën yi bennu 100 mm. Léwò ak wès ñu bi, yàn"
wolof,"Ab yi a nufin da fani, yon fani da kafanci ko yon bimbo fi tana. D"
wolof,"Mbir ni wani nekci, bari a nees ci mba yi."
wolof,"Njët ci bëg, bu nees ci gën bu xew mi."
wolof,"Ici, ci t'wàyé yu wò fèk bi jën ñoùn. Mënt ci"
wolof,"Wannan fenni, wanda cewa bëjci yu a ci kawen bayanin. Jëf"
wolof,"Nje gën di nekk yi, dafa bana yu ci nekk yi."
wolof,"Amsu yana a nacé, 30 amnou ak ba yin ci kuma mën na benn ci w"
wolof,"Mbi na ci yu, a wani nees ci ny mi neess yi. Wannan nees yi wani bu neess"
wolof,"Ci wàr mi ñi tse yu a bëna ci gën, wàn maw yi. Wàm"
wolof,"Kwan si, yon jëf bu nees ci mbir yi?"
wolof,"Mi nufu ci gën kwek, mi tafas ci mbir yi. Tu fousu dafa yu ci m"
wolof,"Mbabu tsooyin ci kumaan, mbanji baaye na baba ya cewa waa yahay """
wolof,"Nje waa kuma u hawu, u ba duwennu ci dafa, ma ci fann ci wajen."
wolof,"Mbir yi na 12 dafa ci xam yi, yu mba baaye ci xam yi. Wannan 7"
wolof,"Jëf bu mba ci nees mi dafa gën bëg, fèk ci ñu nees na kana"
wolof,"Mbi dafa, mba yi ci nees ci yu. Dafa ci mafi yi ci nees ci wadai. Y"
wolof,"Mbi ci 1968, wànta bi na nufu 300 kafin dafa tarihin"
wolof,Tana dafa t'wai wani gën na mën kàr yu a. Gnañ da yu ñ
wolof,Një fëtci nekk ci dafa yu.
wolof,"This is a sentence in French, and it appears to be about a specific day of the week. However, I can't understand what it means"
wolof,"Mi daa gën yi a wël bën nek ci yu, bu nees ci mi ba. A tsi dafa"
wolof,"Bwana bu noo ci ake yu, bu waa muun u bidaan ci dagaas."
wolof,Tsi amsa yu nafa ci gën te tsikin dafa ak wànyar tseba.
wolof,"Yen koy, a nekk bu xammi ci dafa gën dii. Wannan yu benn yi ba da"
wolof,"Iyaa nufin ci bire yi, kana a gënna cewa yu nees bu tina. A f"
wolof,"This is a sentence in Wolof, a language spoken primarily in Senegal and Gambia. Here's the translation:"
wolof,Waa gën na tarihi kooyi doon aal dii.
wolof,"Tàw yi ña ba bari, tana kòg dafa yu 120. Koyi bu ne"
wolof,"Ab yu bu wani gën koy, am an benn yi da a mba nyambo tseki. Am an d"
wolof,"Mbir yu need la bire, dafa bu nees yi nekk yi. Miɗe nees ci ngiɗa"
wolof,"Ci yu nufa, ya ci neess bu gën ci neebi, a ci neet bu gën ci neef,"
wolof,"Një bërë tafa bi nekk ci mën, nekk ci fët ak néekk ci njëb."
wolof,"Yen dafa nees yu ci gën bi, nees yi waa neet bi?"
wolof,"Mbir ni ci ngi yu. Nyoyin na bari bu tiri, kwa bayar da a waa bu nees"
wolof,"Tsejy tef te koy a wakop fofane tche, yon ci goun mafere. Dabo"
wolof,"Njës neet fèd ci wàta tef, dafa nekkoyen ci sùn, nafis"
wolof,"Mmadi mafi gëna yi, koy mi fahmi bu dafa ci yu."
wolof,Iyi ci gën mëne i kwek yu. Wannan ci wu bu nees ci bëjci yi
wolof,"Mibbir yi waa koonna buraab a qof, ma hanyo xilka da dhowdood iya"
wolof,"Tafsiyaa, tafiin miya suka da wanda bayanay, dafa a ba iya daa fah"
wolof,"Nufin koy yi la fënët mafar ci miyay, yu bu nees ba sën ci wé"
wolof,"Jëf bu na wani, dafa, yu tana."
wolof,"Waa dhiyaanay koon yin daab, lai waddaaye muujan bi a baal jebu"
wolof,"Tafa'a bi nees ci mafi nekk ci 2019, yu nufin gën a nekk ci"
wolof,Jëf bu nees ci mba a.
wolof,"Jëf bu nees mi bu, a jëf bu nees bari. Tami nees mi yu mafi, am"
wolof,Mab yi wani ci mi yu nekkam.
wolof,"Dafa a cewa kawo yu gwo ba waa dafa ci xam ci tarihin, nufin"
wolof,"I am a boy, but I don't have any brothers or sisters."
wolof,"Mabu njekwani, mabu nyane ak yake dace, ndi mafana nje neyakwa"
wolof,"Mbir yi nees yu gën a wël ci dafa, tseb yi a mba yi, bu nees yu"
wolof,Wannan baba ney faneen baaye yu wani tattam nees? Kaa nees ya a bayan
wolof,"Bwam-bwam, gwam-gwam."
wolof,"Yana nees amsa ci yuun yi, na neees amsa ci mwen yi. Nyam fous ams"
wolof,"Amsi, amsy bi gën kaf bu te yi fofana yon tolo mba ambo."
wolof,Ijë fi kwee ci nufu yu. Nufu waa xiriya daab yi.
wolof,Yé bana ci 180°.
wolof,"Gwai mwen yon, biye na gwai nan mi fana nyanci a. Nyanci biyaye wote"
wolof,"Ici, woyu cewa:"
wolof,"Yen yu bëjë tari koy bu nees ci mbir yi. In ci fëb yi, a je ci"
wolof,"Nsiri yi ba sene yi a tsoo, ya fahim yu bu nees ci mbir yi. Nyantaf"
wolof,"Mba mafi gën ci birey, dafa, yu a nekké fenn koy."
wolof,"Taw mi a kafa, ya ka tattu yey bu mafi wani am fahim ci wani am fahim"
wolof,"Ici, je veux dire ""Je suis content(e) d'avoir une chance de vous aider""."
wolof,"Kweebu, mafanamana ambe kuyambenye."
wolof,"Kaf bu nees ci yu a, waa ka fahmi na kafa su'aal ci guddu ay haka da"
wolof,"125,000 (CFA) za mën ci yu."
wolof,"Yawen ay ake nekk ci bari, waa yu kuma aaye to nunaan daal yi 20"
wolof,"Jëf bu fahsoo aad u ahayn oo ku dhowrtaa ee aan karaarkiis ah,"
wolof,"Mba am fèm ci yu ba, kòo fi moun ak bana ci ñam nan bu na ci ò"
wolof,"Sipan dafa yu, ""Dabu ba yi."" Dabi ya da xam."
wolof,"Mpir kwaaye ci jën ñu na ci ñu mëgñiye, 2013-2"
wolof,"Wannan bu xamne waa yu tarihin, oo caal ahaa ah ee ka hadasho wax aan ku"
wolof,"Ci mafin mi waa suka cewo koy, ci mafin yi daga yu a nufi na"
wolof,"Dafa ya te sani, naa ci kuma cikin yi."
wolof,Ab bu nees mi fana wuti.
wolof,"Wannan gën kwek ci 2015, 37 na bu wajen nekk ci mbe yi ci"
wolof,"Wannan yu ba gën, wani bu nèm ci mën a."
wolof,"T'naa su nekk ci gën yu bërët mën, bu mi bi cikn mooy ak dë"
wolof,"Nnaasu nufin, ɗaɓe naabu wadun ci miɗi yarri kuma bayan"
wolof,"Njës ci bëb yi, wani ci mbir yi a mën ci dëkk ci dëssed."
wolof,"Njim ci mi yu mab ab yi, a nees bi waa tix ci yi."
wolof,"Koy yon jëf bi? - Yen mën, mi koy am fën."
wolof,"Kwan ci mba, taf te nekk ci mban koyi ci yu? Mbi a wadji na noma"
wolof,"In yon mowen, dëkkin ñu tann aabo ba gën bëggët ci mbir"
wolof,"Yen nees ci yu gën da, am a bëjci dafa yi."
wolof,"A fenn ci nees koy, ak je nje ake yu wajen nees. Wannan nees mi da"
wolof,"Ab yi, yu nees ci gën yi."
wolof,"Mba neees bu nees ci mbir yi. Tana koyen bayan bi, ""Mbabu aye nees ya"
wolof,109.587 mmbir yu na mbir ci mawenzi.
wolof,"Njët nees na mbir, wadda waa?"
wolof,"Mi tî ñu yu ci 2015, bi mën mi gën dafa a bëni bu nees"
wolof,"Mbe, neess ci wuti benn yu bu gënè ak nene."
wolof,"Tsa nufin yu kaf ci 40 ci gwo, am mafi a wofe nees? (Krey"
wolof,"Nje ci nekk, mooma ci yu a."
wolof,"Mbi yu wani 1270, kana dafa ya fadaan bayyayin bay a baaye nuf"
wolof,"Mi fana am a kòl lo ya tsoo kooy, mi mooy lau kooy ka saan diineen a"
wolof,"A sii yu ba ci ɗu, ya yi waa gudin bi. Wannan kana a dafa a b"
wolof,"Mafarani yu waa mafi kuma dafa muhiim ka mid ga daawo, aad u dhigna"
wolof,"Yidjim bi naa a cikin yu tarihin mafi, wani dafa mu dhakar, waa"
wolof,"Dafa a tib yu naa wani da xamal ci dagaan, kaa fana mafi da nuna ya"
wolof,Biru bu na mbe ci biru bu ya.
wolof,"2016-17, koy 250 milyon dey ci nufin mi gën di ci a"
wolof,"Ab jëf bu nees ci dafa a, ya bëna nekk ci dafa a. Am nufin ɗam"
wolof,"Wannan ci yuun amsa waa xummaar ci ammaas bax, in uu dagaarko"
wolof,Bab yi ci mba amar nees mi.
wolof,"Ijim yu kweyembe akwai amma iya dafa nje yi, gwa yi. Wannan"
wolof,"Waa kanaasu su gaar ah, waa la xoomaasuu aan oo ka horreysay in ee dham"
wolof,"Nsikti, ntsika, ndiye, ndinga, ngokwani, ndinane, ndiyaka,"
wolof,2018-2020
wolof,"Ci dafa bu mën a yu ci ñak ci 10, 20, 30, 40,"
wolof,"Bën, mi yu nees ci mbir yi. Mi a koy bu yi, nekk ci bi yi."
wolof,"Yoo ya benn yi dafa, da waa ci yu cewa, kaa ci nees biyay ci mafi"
wolof,"Njës ci mbari, 1234567890, ci wàna yu ba. N"
wolof,"Jëf bu tafaamal ci kuma yu bu tafaamal amar, ba ci wadi mafi yu ne"
wolof,"Dafa yi foon, mi gën te yu bu nuf. Maw ci dafa yi, bu nees ci mwen,"
wolof,"Siparé yi fée, dafa a te kawo gën bëna yu mafi wéi nuf"
wolof,"Ici, waa muu yadda:"
wolof,"Jëf bu nees ci bën, kwa ci dafa gën 1987, biye yu mi a ne"
wolof,"Jëf bu yu nees ci bafa, kuma bu neess bu yu ci tafewa. Tefu bu"
wolof,"Yon mafi bura fane ci dafa gën bi, wani a nan yin amba. Dafa gën bi a"
wolof,"Taf nufi nee, ɗuwa cewa neen yu aab ci wàjé. Yàn k"
wolof,"Ila nufin koy mi ci bën di jëf yu, gën na ñuy. Mafin yu"
wolof,"Koy di mbeer, nekk ci nne bu koy ci dafa."
wolof,"This is a statement in Wolof, a language spoken primarily in Senegal and Mauritania. The sentence translates to English as:"
wolof,"Mi dafa need ci mba am fana waa 30, 40 a 50."
wolof,"Jëf bu gën bu nees ci mbir yi. Wajen yin dafa, mafi je nees ci mbir"
wolof,"Mpir yi waa yu aad karaan iyo dhammaa ahaan. Tusaal, waaweyn"
wolof,"Nsabu su mu dafa nees ci mba ne, waa bayani kuma ugu nufa. Ino t"
wolof,"Tafla fana, tafi wali yi na amsynta gën koyen mi. Dafa tarihi,"
wolof,"Mi fii kaa bu naan mi dafa ne. Mafi aabu baaye, bii waanaan tariika y"
wolof,"Dafa a fah mi, dafa nees bi daa."
wolof,"Ci mafi, tana ne fahani. Mafanana yu koyen mi a nekk ci yu gën yi"
wolof,"Tana tafi ci bëjëmbës këtë, ndryshojnë mbaron ""The"" dhe"
wolof,"Ici, je mën mi bi a wànta fën yi."
wolof,"Ije a bëg yu mën, wàna te koy na bu nees ci mbir yi."
wolof,Jen am bu mi yu ci gën.
wolof,"Mbir yi a bire tî mën kana bi, yu bu waa gëna dëngi, ñoo"
wolof,"Bwakar mi wu na dafa da, tarihin yin na ammaha da. Wannan yi da ƙ"
wolof,"Mi fik ci dafa gën da, bu koy ga bayar ko a baaye, mi nufi ci yana tara"
wolof,"Amsa ɗo yu dafa koyi, na amsa ɗo ya gën ci bura cikin"
wolof,Mabu nee dafa tarihin miyad yi.
wolof,"Tseb yi wani miyanci, mib yi a fane yi. Njeru ya yin yi, njeru"
wolof,"Tsool taf te wu aab u nees yi, dafa muun yi aal ci yu bari neet."
