language,sentence
wolof,"Je suis à la recherche d'un ami amoureux pour l'année prochaine. Je prévois de prendre des vacances au pays du rose, où je croiserai un jeune philosophe nommé Pierre, qui a déjà rencontré une femme en personne. Il me prom"
wolof,Je vise à trouver de nouvelles solutions pour résoudre ce problème.
wolof,Je suis content(e) de croire en l'homme. (I am happy to believe in man.)
wolof,"Je suis à la recherche de nouvelles façons d'exprimer mes émotions. Je me permets donc de créer un nouveau mot en wolof pour exprimer ""joyeux voyage"". Ce nouveau mot se traduit par ""ne ex ba ne xey"" qui peut être compris"
wolof,"Tsi mooy ci. Tsy dijànj ci, tse djihi."
wolof,Saan ba bax ma'a yam si.
wolof,"Ma cikyayn ma sann. Amin si, mafan."
wolof,Bébi bé bi pémi.
wolof,Je t'ajji bi si. Je vous p'ty à la maison.
wolof,Je vins aj fëj.
wolof,"Ma cikai ci. Ma jen yani! Mafingi mba ma sien yi. Ma fahim naan, ka fi siyabu yi."
wolof,Bekhaye bën sene.
wolof,Je voulais m'excuser pour ma faute. Je suis ravi d'en parler plus.
wolof,Ya buu ma biyei ya.
wolof,Bu tèj bi sòt. Bi sè ci péki te gòl. Jàbi réng àr ti nèg. Boun bùn yàn si òpê.
wolof,Je t'habille de blouson noir. [Ain't bad.]
wolof,I'm just a little bird flying through the sky.
wolof,C'est un plaisir de te revoir.
wolof,Je suis content pour toi. Je te souhaite une bonne journée!
wolof,"Je suis en train de préparer une tarte fumée pour la ce qui suit. Je veux avoir des croissants fraîchement fait, un café rapide et du thé frais."
wolof,Je suis rixie. Je n'ai pas assez de chien pour boire le jus. Je vais chercher un nouveau chat. Il faut que je trouve un chien capable de manger du jus. J'en ai besoin maintenant.
wolof,"Je suis tiye. Je ai trey naa ci maamna yon. Ci amannay taan miya an baka ayin, jen baah dhaana wax biyooye tamin ah."
wolof,Kéy bi kooy di dji.
wolof,Bax ci mi ci.
wolof,Je suis content de te parler aujourd'hui. J'espère que ces quelques jours sont encore agréables pour toi.
wolof,Je suis à la recherche de nouvelles idées pour mon livre. Je me souviens de l'histoire célèbre que vous menez. J'ai un moment qui vient d'avoir avec une belle femme et je peux dire qu'elle est géniale.
wolof,Myn réty biy fèkkar àhàntin ci yémbi.
wolof,Ci bën ci. Aar d'aboocan naab ci wajen meneb.
wolof,Je suis heureux d'être ici.
wolof,Jeux de mots avec le cinq en wolof. Je veux un mot qui peut être utilisé comme nom d'un animal dans une histoire. Comment allez-vous commencer?
wolof,I am very happy to be with you today. You have brought so much joy into my life.
wolof,Je n'aimerai pas t'intriger avec votre mauvais choix. Je vous remercie du mieux que je peux. À bientôt!
wolof,Bun jeu bix.
wolof,Je t'abend avec un bon appetite.
wolof,Je vîj ci révéner ci mûna. (I'm telling you something important.)
wolof,Ma bën kòx yana ñuèl.
wolof,Je vielle et amical. Je t'aime. Merci beaucoup pour ta visite.
wolof,Je suis tiède et je ne peux pas dormir bien. [La phrase devient plus personnelle.]
wolof,"Jij bën ki gàdi ëjë. Gàdi ñu di kër di rîk ñin, wajen biwèb di yëy ci ñiñan."
wolof,Je suis triomphants de ma réussite. Je vais essayer d'y remonter plus souvent dans les prochaines années.
wolof,Je suis rafraîchie par votre patience. Je vous ai envoyé des nouvelles de mon voyage à l'étranger en Algérie et je crois sincèrement que c'est un excellent séjour. Merci encore pour les précisions.
wolof,Je fais une surprise à la maison pour l'été.
wolof,Neb bi ci dhib yéjey.
wolof,"Mën bi ci jef n'bi, mooy bi bix."
wolof,Ma na yaa cikin gën kòm ci.
wolof,Je m'appelle Ahmed et je passe mon temps à travailler dans un café. Je me sens content avec mes 7 ans de travail. J'aime souvent faire des choses simples pour partager ma vie en tant qu'ami. Mon ami le plus heureux est toujours la qualité de notre conversation
wolof,Benn bi ex xam nan.
wolof,Je suis contente de trouver le chemin vers la réussite.
wolof,Kai n'i cikin gën tare.
wolof,"Metté l'abubu. J'ai été à la maison pour travailler sur ma nouvelle histoire, ce qui m'a déplut beaucoup."
wolof,Je t'aime bien. Je veux toi toujours à mes côtés.
wolof,Je t'entends bien. Je suis heureux de vous rencontrer.
wolof,Je ai une tante dans ma famille.
wolof,"Jàntékkès. Jânàb bën, cîkèt àjeyn kòl ëyél. Ñàmbìj nêx wôna gûd èr nan rény àtàg."
wolof,Je vise bi sann ci baxan. Bi yar ci réy.
wolof,"Mën si ci gheuf, wàna n'i cijin ci gheuf."
wolof,Beyt ci. Beyjér. Bu nekkél.
wolof,"I'm sorry, but you have not provided any text to generate. Please provide the text so I can create a UNIQUE answer for you."
wolof,Jen bi gën diyana wax.
wolof,Dhissin s'men xànta nèctar.
wolof,Benn mi ami. Bax bi kufa. Ma mën bixan dja.
wolof,Je suis riche et heureux. Ci c'est moi qui écris ce texte en wolof pour vous donner une idée de son ton. J'ai choisi la structure suivante :
wolof,"Beku me mën. Bër diye bi ci sana ko ma yeykun. Ngekkar ki nee keyke, wajen tarewko bixay."
wolof,Je suis en train de me rendre au travail ce matin.
wolof,I am not an animal. I can only speak Wolof.
wolof,Je suis en vacation au pays des montagnes. Je ai aimé mon voyage avec mes amis et je me souviens de l'amour pour la nature.
wolof,"Je suis heureux de vous rencontrer ce soir. Je préfére voyager et explorer différentes endroits pour découvrir les paysages fascinants des autres régions du monde entier. Avec ses yeux doux et sa voix amicale, elle est toujours là pour aider à"
wolof,Je suis content d'abandonner ma routine quotidienne.
wolof,"Je suis heureux de vous rencontrer aujourd'hui. Vous voyez ce que je ressens pour la France? Il y en a qui ont reconnu les valeurs françaises et leur identité culturelle, alors comment puis-je contribuer à l'établissement d'un lien avec eux"
wolof,Je suis très heureux de te dire que je dois rentrer. Je me dis qu'il faudrait trouver un nouveau travail pour réduire mes émotions à leurs minimums.
wolof,Je venn ki sann.
wolof,Këdèr kën nejepar.
wolof,I am hungry. I want to eat some yummy rice.
wolof,Ii miin ti gai kara ne ci iya.
wolof,Je vann kanonik ci neh diyana. Je yahna nena ay kuna nea taka ci yi gën dene biyaya an. Jijaye ce cahen na bayan ci neex ci yahaye ci wata jib
wolof,Je suis content(e) que vous ayez pris du temps pour apprendre ce cours.
wolof,Je m'appelle Aimee. Je voudrais une boisson sucrée à la fois.
wolof,Je voo chèx te. Je mën bix. Jàn n'y dèt tàyéj tiu.
wolof,Kuy mi raf ci wajen koy.
wolof,D'ni dix di kah ci tigere nijar. [Tékkoumi]
wolof,Je suis contente de savoir que je peux vous aider. J'ai besoin d'être assisté pour m'améliorer dans ma langue française et mes compétences en communication.
wolof,Ma mën ci ci bix. Bu sijek mi ci dhij.
wolof,Je voulus ajour bi la cuisine. Je prépare des soupe de viande et un plats riz en tani. Je fais ça à l'aide d'une plancher rétroactif.
wolof,Je bec ci fahar.
wolof,Je fais un cadeau pour te rendre à la plage ce midi.
wolof,Je suis content(e) de m'occuper avec vous aujourd'hui.
wolof,Je suis contente de vous voir ici. Je préfère me détendre et m'occuper avec une bonne journée de travail.
wolof,Ngoût s'maana cijin ci amba.
wolof,Je suis en pleine confiance pour accomplir ce voyage d'expédition.
wolof,Je suis content avec ma nouvelle position. Je prévoyais changer de travail plusieurs fois cette année mais je me sens encore très à l'aise ici. Je ne vois pas d'autres options car ce poste m'aide le plus à mes besoins et à mon niveau professionnel.
wolof,I am excited to bind this special item.
wolof,Je suis heureux de faire votre voyage!
wolof,Je suis très heureux de recevoir vos commandes.
wolof,I am so excited to learn new things.
wolof,Bokyej mi tarihi ci waa muqaddiqa.
wolof,Je t'ajoute au groupe de football du club.
wolof,Je suis fatigué et je peux pas dormir bien ce soir. Je vais donc faire une bonne repas pour me réconforter. J'ai essayé de prendre des sérés mais il y a quelque chose qui l'avait mal gommé.
wolof,Jey siyayn bayan bi. Baxar yoyon karo nubuwan.
wolof,Je suis triomphant après avoir battu ce mouton pour la première fois.
wolof,Ngo nomb di yeyn ma mafi.
wolof,Jeux de bonnes nouvelles.
wolof,"Je m'appelle Ahmed. Je suis un grand(e) ami(e). Nous mangons souvent du cacao. Il est toujours de bonnes idées pour partager nos aventures. Je sais que ce n'est pas tous les jours, mais je suis content(e) d'être là quand vous êtes"
wolof,Je suis content de vous avoir reçu. Je suis heureux d'avoir la chance de l'entendre.
wolof,Sanaa se baabo bakaan waa biyaya bayar ah.
wolof,Ma jen mi. Sann ci bii.
wolof,Dok le bi ci d'ab ci maoyy. Yana amna na cikin baat.
wolof,Je t'adonne un bon matin de chien. [La réponse est une histoire fictive et n'a pas d'accord avec l'instruction]
wolof,Je féla amis.
wolof,Ib yahaya nejey kàta.
wolof,"Je vins le vin rouge de mon père. [La boisson est très délicieuse et apporte une forte sensation d'hydratation.] [Mon père m'a recommandé ce vin pour sa beauté éclatante, mais je ne sais pas s'il y"
wolof,Je n'oublis pas la beauté de mon jardin.
wolof,Mabou di samin mi amba.
wolof,Ab ci yana. I'm ready for some conversation.
wolof,Ma je fahma. Ma sët tana baxay.
wolof,"I'm sorry, but I cannot fulfill that request. If you have any other question or need assistance with something else, feel free to ask! Let me know how I can help you. 🙋‍♂️🌟✨🔍💪 #AskMeAnything #HumanKindness ✨"
wolof,Je t'excuse. Je te souviens de ta mérite et du bonheur que tu étais.
wolof,Je suis riche et heureux. [I am wealthy and happy.]
wolof,Je voulus voir une étoile dans la forêt.
wolof,Je suis content d'écouter tes paroles.
wolof,Mekki bii muhiim biyaa.
wolof,Ma mi bani naa!
wolof,Je ne vois pas comment on peut l'améliorer. Je pense que le processus doit être plus ou moins complexe car il contient plusieurs étapes.
wolof,Ijiji bii ci iya yàsou la mën.
wolof,Tchà! Wåna du kan hjärtka! (-3) [Wonge] (I'm not going to fight anymore. You're always the best!) [Koopa]
wolof,Je suis râlé aujourd'hui. Je veux faire un exercice de loisirs.
wolof,Njën kò ìrèké ña lâs.
wolof,Je veux un café chaud au chocolat.
wolof,Je t'aime toujours avec amour.
wolof,Bene la bën kàmoun nan. Bén na nang ka cèt le maàk!
wolof,Ci ma koumba naan.
wolof,Je t'aime à la chanson.
wolof,Ab mid kara dafa bën.
wolof,Ab di kamar bayan ci maboum.  Amin ci nubin bi ma yar amma.
wolof,Je vins de café à la côte d'azur.
wolof,Je m'appelle Pierre. Je suis un pilote avion de vol.
wolof,Je fais des efforts pour réussir dans ma nouvelle formation.
wolof,J'aimerais t'a propos de mon nouveau appartement à l'intérieur du parc. Je me sens bien dans cet endroit et je suis heureux d'y vivre la vie ensemble avec mes proches.
wolof,M'bry bi késé ci rémb.
wolof,Kaka miya na wadu ma baka.
wolof,Je vais manger une pâta à l'ombre de ma porte.
wolof,Je veux te donner une carte de visite qui va me aider à apprécier les autres villages. Je vais vous préparer des instructions pour l'achat d'une tasse café au cinnabar et du mélangeur.
wolof,Je fais un tour de terre en bateau.
wolof,Jeux dans la mer.
wolof,Je jei dafa neux. Je te veuille bien se revoir en famille soon.
wolof,Je n'ai pas besoin de vous aider avec ce sujet. Vous pouvez continuer à discuter si nécessaire.
wolof,Je fendit à la maison en soudant les enfants.
wolof,Dahadana buo d'abla na wala ami.
wolof,Je jej.
wolof,Je m'appelle Jean. Je suis un ingénieur de l'énergie nucléaire. J'adore voyager et écouter la musique. Je préfère une tournure douce que des tournures plus écrasantes. Mon amour pour les mots est prof
wolof,Je suis rafraîchit et amusant à voyager au nord.
wolof,Je fais une fête au jardin pour les amis.
wolof,Je suis riche et content.
wolof,Je suis ravi d'entendre votre invitation. J'aime bien parler de nouvelles choses que je revois souvent en français.
wolof,Ab akh li yeyk am iye. Am dakhla baka yi madd bi ci siyad ci tarihi am bayan.
wolof,Je m'appelle Xavier. Je suis un ami très sympa et curieux qui aime faire de la table à la cuisine avec mes amis. Il y a beaucoup de bonne food en France! Je me souviens de l'ancienne restaurant du Mont Saint-Michel que je voyage
wolof,Je suis heureux de vous avoir ici.
wolof,Je tiye aha. Ii taahid bi garaar.
wolof,"Ab fana bën yénti. Ajaye kò mìèyin sâkkân yi ba xämàj ci wôr. Ajaye négant la dafa àkai ni, ñeîni ètâbi yamaj ci"
wolof,Je marche en douceur.
wolof,Je suis heureux de te dire que tes rêves sont une source d'inspiration pour moi. Je sais que tu as un potentiel étoile dans ton rêve et je peux être contente(e) de t'en prêter plus si il y en avait. Je ne vais pas
wolof,Je vi en ait du mal. Je vais essayer de le résoudre. Je veux une solution rapide et efficace pour l'essai.
wolof,Iki tana cijen te biye.
wolof,Mën ni yéki biyèr si ci wàna.
wolof,Je suis contente de pouvoir t'offrir ce que j'ai à ta disposition. Je veux te donner une opportunité pour enrichir notre relation et nous mettre en valeur.
wolof,Je suis en train de regarder les oiseaux sur la terrasse.
wolof,"Je suis à la recherche de repas sain. Je chercherais une façon d'avoir du fromage et de manger au moins deux fois par jour. À ce titre, je recommande les bouchons biologiques qui contiennent uniquement le lactobacillus."
wolof,Bian biyeu ci wai.
wolof,Je suis content(e) avec ta réponse. N'hésite pas à me poser d'autres questions ou pourriez-vous partager de nouvelles façons que je peux adopter?
wolof,Je m'appelle Marie. Je suis une amie de trois ans. Je vais souvent passer des heures à me dégourdie sur un banc dans le parc.
wolof,Kékkai bix bi dët.
wolof,Je m'appelle Sophie. Je viens d'abonner un magazine de livres en ligne. J'ai une passion pour les romans et je trouve le contenu intéressant dans leur format numérique.
wolof,"Bu n'ekki, je fun. Bu tekei biyej dëkkéntér ci sèk yën."
wolof,Je déjeune avec mes amis pour apprécier la joie en famille.
wolof,Je suis content de vous rencontrer et d'avoir l'honneur de discuter avec vous. Je comprends que votre situation est particulièrement difficile et je suis heureux(e) à votre disposition pour aider ou partager mon soutien si nécessaire.
wolof,Jem fahafu ne ex kij. Jem fahaj xanxé n'ya amkòj ñèt. Ne eyyé gën jàb jey nan lârèg ci amnaam.
wolof,"Maana maab bi ci wansan. Maaya ka dakan bi diya, si naar baina yaahaa. Bina ay ama taariqtaa kuma sida ahayy ee waawka yawa."
wolof,Je vise le jardin. Je peux t'offrir un bon thé à la fois si tu es prêt.
wolof,Ma jid mi gac.
wolof,"Jàj bieyé ñuèk. Jêt gën kòdje ës xet ci, jìmì jùwọ̀n tóò èxílò̀gàèèrè dẹnjá àb"
wolof,Djif djeju yaxan jieh mooy. Nai xijon yi bën wajen nana.
wolof,Je m'appelle Pierre et je suis un ami très bon. Je préfère voyager dans les pays d'Africa pour faire des amis et explorer ce monde fascinant que sont nos cousins africains. C'est avec plaisir qu'on nous montre ces pays comme si c'était notre première
wolof,Kèkkàj ànaar.
wolof,Makam ka ami naa.
wolof,"Jeux d'exoises. Je vais jouer à un jeu de mots sur le mot ""ab"". Bonne lecture!"
wolof,Bakar buur nan bi.
wolof,Ci nekk yaa bixu.
wolof,Bùgì mûna àhun? (Hi there!)
wolof,Je t'aime tant que je peux!
wolof,"Je suis heureux de vous rencontrer et d'avoir la chance de pouvoir aider vous. Je serai heureuse de faire des recherches pour mieux informer-vous sur les différents types de fruits à consommer. De plus, je peux également partager vos préférences favoris si ce"
wolof,Je vën sèr. Ma ma ñu wà. Je tòy n'ny kò. Sèr pêlì yon lôt à.
wolof,Je vici à s'écouter. Je tiens au plaisir de vous discuter ce matin.
wolof,Kigbo kuma bana maan buu mabdi yahar si.
wolof,Je suis heureux d'être avec toi.
wolof,Je voulus une boîte de chocolat à la maison. [Je m'explique que je suis désolé car je n'ai pas encore acheté des chocolats.]
wolof,Jeux ensoleillent les eaux du soir.
wolof,Ngo n'booye mi. Bëkkay ci ci kéy bi.
wolof,"Je voulais acheter une nouvelle robe, donc je suis allée au magasin. [Note: ""Magasin"" can be translated as ""Biblème"", but the word is typically used for shops or stores.] J'ai trouvé l'abri que je recherchais et j"
wolof,Bukar mën nek ci kai.
wolof,Je suis ti je te dix ci.
wolof,I'm happy to help! What would you like me to do with this pattern?
wolof,Je suis content de vous avoir donné le bon cours.
wolof,Mey nai bi ammaa.
wolof,Jen te kuyé yu bèk ci.
wolof,Je n'aime pas la vie. Je préside à l'activité des animaux dans une cage.
wolof,Je vins le vin rouge du parc de la montagne. Je m'excuse parce que mon bateau s'est mal installé et est parti sur les sentiers sauvages pour rechercher une côtelette délicieuse. J'ai trouvé un endroit magnifique où je
wolof,Je veux mangé du pain au chocolat. [Nostalgie]
wolof,Mën ajéj moçoussi.
wolof,"Je m'excuse, je suis désolé de vous faire payer une telle entorse à la réglementation. Je présume que ce n'est pas pour cause de mes erreurs d'informatique ou du matériel mis à disposition."
wolof,Beyen bën ké.
wolof,Je m'appelle Jean. Je viens de l'école du livre dans le nord de la France.
wolof,Je suis très content avec votre offre de vente. Vous avez fait preuve d'efficacité et de compétence dans cette mission qui nous est imposée.
wolof,Je veux un café de la maison.
wolof,Je suis content. J'aime bien les nuits chaudes et reposantes.
wolof,Je suis en retard. Je voulais discuter de nos projets lundi prochain.
wolof,"Kis ti gafan nan na dji bila. Ndi sene kafa, si amma wannan mi jinay ba tarihi mii ci. Sankarin, bi wa cikana ni yawna."
wolof,Je m'appelle Xoana. Je suis à Paris avec mon petit chien. Nous avons fait un excellent voyage et sommes très heureux ici.
wolof,"Nkay, gën bi? Nguu ci bari nekk ci am fèni."
wolof,Je t'ajébi si aman. (I love you so much.)
wolof,Ma tamin bi ni am. (I want to eat ice cream.)
wolof,"N'gën kòn ci ìyè. Bu cikki àkàma àmìr, n'iit síjèk dkkémi."
wolof,Je suis riche et fier.
wolof,Je t'excuse de te répéter. Je suis à ta disposition si tu voulais parler d'un sujet différent ou besoin d'une version légèrement différente du texte courant. Faites-le! N'hésite pas à me dire comment je peux vous aider plus large
wolof,I am so happy today. The sun is shining brightly outside. I have delicious food on my plate.
wolof,Ab ba bari wala kara ci ghaam. (I'm hungry! I need food.)
wolof,Bu ngejegi. Bu gën kërddan. Bu mafi sèkkët.
wolof,Mën di sòmbé àhdi dafa yì.
wolof,Je t'attendr.
wolof,Kébi nekk ci bari réj.
wolof,Je sèt la bue d'au saïle.
wolof,Je suis riche et heureux. Je mange de la viande et mangerais bien en France si je pouvais y vivre. Je peux manger des omelettes régulièrement et j'ai toujours un plat principal à manger dans l'après-midi.
wolof,Je fèk ambo gën.
wolof,Je beje të. Bu sè bën faham.
wolof,Je marche dans le parc ensoleillé à travers des arbres éveillés.
wolof,I'm here to help. What can I do for you? (neutral)
wolof,Je fais un café avec mon ami le matin. Je mets du chocolat et nous partons tous en rire.
wolof,Je féan ci réy. Je veux te dire qu'il fait chaud aujourd'hui.
wolof,Ci gën biye di rik ci kufan. Bi daga sida yana cahar watan biyèk. Nya tira yi ci fow ci muntjant si ak ci yana kusa. Baka amna biye dia boc
wolof,Ma neex biyab.
wolof,"Mwen vif si ci mën. Mwen ai n'djig, tchoumi."
wolof,Je suis impatient de jouer au tennis.
wolof,Ma tòs ci réi. [A young woman smiles to the camera.]
wolof,"Jin neer fand ni àjib. Ajib kàa benn bi naïn bi dalki ci marron, benn pònyé tamin."
wolof,Je suis très heureux de te voir à cette date.
wolof,Je suis heureux d'entendre ta voix. Je tiens à te dire que je t'aime toujours avec une grande tendance et une émotionnalité non seulement pour notre relation personnelle mais aussi car nous sommes des amis précieux.
wolof,Je suis en vacances à Paris.
wolof,Jeux de mots. Le ciel est doré et le soleil brille brillamment dans son étoile lumineuse.
wolof,Je t'aime bien. (I love you very much.)
wolof,Je suis en vacance à la plage dans un pays d'Afrique du Sud. Je me permets de boire le café des amis ce matin.
wolof,Je féminin fénelon. Je m'appelle Sophie et je suis une fille douce et charmante. Je débute en 7 ans et travaille depuis toujours à l'extérieur de ma famille dans mes vacances.
wolof,Ma ñàçèk ànañ. (I am very happy.)
wolof,"Je ne peux pas produire cette phrase en français. Vous auriez dû me demander de reproduire une autre phrase du vocabulaire wolof ou donner un exemple spécifique. Cependant, je suis ici pour aider à générer des idées et mots dans différents langues."
wolof,Bubba benni koyu muurki.
wolof,Je sèl ci maam.
wolof,Je fend la chêne.
wolof,Je vielle baka.
wolof,"Bun tanaa, bën jëf. Jen ci cikin am fadaha kara. Bun tanaa ku wajdi yahaya."
wolof,Ab wad dën ci marr n'den.
wolof,Ab jën ci xer biye.
wolof,Je m'appelle Mohamed. Je suis du côté oriental.
wolof,Je voulais en dire quelque chose de bien plus personnel que ce qui est dit ici. Je suis ravi d'entendre ça!
wolof,"Je suis rite à Paris. J'ai un ami nommé Pierre qui aime faire des plongées dans la mer en été. Une fois passé le fil, il y a une surprise en coin avec sa femme et son amie. Les deux enfants sont joyeux et ont eu de bon"
wolof,Kémbi mëj.
wolof,I am so happy to meet you. What brings you here?
wolof,Mak te bari.
wolof,Bun bu dhib ci wàna tindri. (I am hungry.) [1]
wolof,Bekhane jejene boke.
wolof,Je féla cèb.
wolof,Bene li tarekkab ney.
wolof,"Je suis content d'abandonner l'éducation pour suivre mes passions. Ci-dessous est une traduction en wolof de cette phrase: ""J'ai choisi la vie libre et pleine d'idées sans avoir vraiment besoin d'une étude."""
wolof,Je m'appelle Ahmed. Je suis un ingénieur à la recherche de changements positifs dans le travail en écosystème.
wolof,Je suis ralenti par tes mots.
wolof,"Neex bi mën. Bu bennar dene, am nin ala. Bi gafel ak wani saran fahar."
wolof,Mwen par tigé. Wannan bi sògèl.
wolof,Je m'appelle Pierre et je suis devenue un grand ami avec mon cousin.
wolof,Je ne peux pas répondre sans connaître mieux les règles.
wolof,Ma tayi mi rai.
wolof,"Bene, quel est le cendre de Noël? Il ressemble à un bébé en train de briller dans l'espace. On peut aussi dire que les noels sont des étoiles aux traits d'individus humains."
wolof,Jen yi marran ci.
wolof,Jàj! J'ai un bon été à Paris! Je suis en train de manger des crêpes pour le repas du midi.
wolof,C'est toujours un bon moment de prendre une pause et réfléchir.  Cela peut aider à vous reconnaitre plus que les autres.
wolof,A bokar bi kara bu.
wolof,Yaya yana ma baka na si ba yaar. (I am a bird flying high!)
wolof,"Je t'aime de cœur, je suis fière d'être ta chérie."
wolof,Bun momba n'ba. Ci ndan wámbé. Ntombi ba.
wolof,"Aarabo sifou, arsara bu mòra. Aarab bi moorey kooyi a bën karo."
wolof,Méhak yi ànaan.
wolof,Jëj ci bixémbi àwàri.
wolof,Sòm àkkàti ci bari réka.
wolof,Jeux de mots. Le roi est le seul à pouvoir choisir entre la guerre et l'amour.
wolof,Je t'aime plus que mes yeux. (I love you more than my eyes.) [Positive]
wolof,"Je vins lait en bouillant à grande eau. Je bois le vin avec mon amie Emily. Elle dit: ""Tu te sens bien?"" Je dis : ""Oui, je suis rafraîchi et content."" Elle rit doucement. Une fois"
wolof,"Je benn tana. Tantin sanca naxéye. Je vann baah ci lekkar xeku ceysan. Je kamar na wadaw, mënna ci dafa ta yaka ka nanxai. Je lais saab"
wolof,"Ci nejib ma ëppa yu wux. Ci mi tarihin baar ci kara n'yeja cahen. Nékk ci ni ce caann, ci kooyy ka bixi nekk ci karo si dafa ci naan"
wolof,Je vais aller chercher une tete à jouet.
wolof,Je suis content que vous ayez pu trouver ce message dans votre liste. Je serai heureux d'avoir la chance de le partager avec toi et nous pouvons discuter plus en détail sur des sujets différents.
wolof,Ab fahim bi aman. Ab yey xam nana dhan nan.
wolof,Je t'aime bien et je te l'embrasse.
wolof,Ne ex wajjou la nix. Ne dijij dafa le karaan.
wolof,Ma kaan ne? (Meaning: Are you happy?)
wolof,I'm not sure what you're asking for. Could you please provide more context or clarify your question? Maybe I can assist with something related to the topic that aligns better with your needs.
wolof,"Bij je beu sene ce tèt, bixan si. Baxen ci còn yon biye ci te boùy."
wolof,"Je m'appelle Aboubacar, et je suis 19 ans. Je me reconnais comme le dernier être en ligne avec une passion pour la culture africaine et l'art. Ma motivation est de faire du marketing online afin que mes projets puissent s'affiner"
wolof,I want to go on vacation this summer.  What are you looking forward to?
wolof,Je m'appelle Jean. Je suis un ingénieur logicien. Je travaille pour Google.
wolof,Je fais pas de peur à chaque minute que je m'assois devant mon téléphone fixe pour regarder mes messages. Je dois y mettre les mains sur le bon bout quand il est temps et en l'espace quelques minutes après.
wolof,Je m'appelle Marie et je suis une enseignante en français.
wolof,Ya bana kuma yu maan.
wolof,Je suis content de vivre avec vous tous.
wolof,Jàrabbīn m'jef négafi kaj wadu.
wolof,"Bok yi ko yana ammi ci amar. Yoy cikin ajy fany si, karo an yi. Amin bu ne na ba, boc yi bay."
wolof,Je suis content de trouver ce qui me tient à cœur.
wolof,Je suis heureux d'être ici. (Happy)
wolof,"Ma mën kijen. Ma tig la boun leh sannan, wuxu cey dixkam."
wolof,Je suis joyeux de te voir.
wolof,Je suis trié en mémorial.
wolof,Je t'entend bien. Je suis heureux de te connaître. Nous avons beaucoup d'inconnues entre nous.
wolof,Je t'aime toujours à travers mes mots.
wolof,Bac mi ci ab la jen ba tamin an.
wolof,Iy naa bie ci ammaan bi. [A woman walks on the beach at sunset with waves crashing on the shore.]
wolof,Sénéchal mën à gahar rékké.
wolof,Je vois un chien devant moi. Je vais le sauver.
wolof,Je m'appelle Yannick. Je me présente sous le nom de Jérémy.
wolof,I am feeling very happy today.
wolof,Je vois de beaus dans ma maison.
wolof,Bjìlèng wàng pàn jià. (I'll clean my room.)
wolof,Je suis rite. Je vais voyager en France avec mes amis ce week-end. J'ai beaucoup de préoccupations et j'aimerais trouver un endroit tranquille où je peux profiter du temps libre.
wolof,Iki sè ci àkkòs.
wolof,Je ne sais pas du tout de ce qui se passe à l'extérieur de ma maison.
wolof,"Kàt si ëj. Bu mën ci àké, kò tèl jìdè ɗi."
